Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
noah johnson #1,92.35,942.5,93,IPF,2024-11-11,world open equipped powerlifting championships
nobuyuki hamada,73.56,800.0,74,IPF,2016-11-14,world open championships
norihiro otani,73.15,807.5,74,IPF,2024-11-11,world open equipped powerlifting championships
nurlan yeshmakhanov,104.44,1001.0,105,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
nurlan yeshmakhanov,116.16,1090.0,120,IPF,2016-11-14,world open championships
oleksandr lebediev,82.4,887.5,83,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
oleksandr rubets,102.0,1080.0,105,IPF,2018-11-05,world powerlifting championships
oleksandr rubets,105.35,1057.5,120,IPF,2021-11-08,world powerlifting championships
oleksandr rubets,92.97,917.5,93,EPF,2016-04-14,european sub-juniors & juniors championships
oleksandr tytarenko,119.49,955.0,120,EPF,2018-05-06,european men's championships
oleksiy bychkov,104.56,1007.5,105,EPF,2013-05-07,european open powerlifting championships
oleksiy bychkov,118.97,1132.5,120,IPF,2019-11-18,world powerlifting championships
oleksiy rokochyy jr,119.82,1090.0,120,IPF,2016-11-14,world open championships
oleksiy rokochyy jr,122.32,1105.0,120+,IPF,2017-07-24,world games
oliver dahlkvist,104.65,1020.0,105,IPF,2024-11-11,world open equipped powerlifting championships
oliver dahlkvist,92.77,942.5,93,IPF,2019-11-18,world powerlifting championships
ondřej šíp,104.8,960.0,105,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
orhan bilican,119.83,1077.5,120,IPF,2015-11-09,world powerlifting championships
patrik turesson,82.8,880.0,83,EPF,2015-05-06,european open men's championships
patrik turesson,92.44,915.0,93,IPF,2012-11-10,world powerlifting championships
paul douglas,82.7,915.0,83,IPF,2021-11-08,world powerlifting championships
paul knute douglas,82.99,927.5,83,IPF,2022-11-14,world open equipped powerlifting championships
pavel ozerov,73.72,827.5,74,EPF,2011-05-03,european powerlifting championships
pavel ozerov,82.71,865.0,83,EPF,2013-05-07,european open powerlifting championships
peter ovsonka,104.89,940.0,105,IPF,2011-11-08,world powerlifting championships
peter ovsonka,118.84,962.5,120,IPF,2014-11-03,world powerlifting championships
petteri keränen,73.43,765.0,74,EPF,2011-05-03,european powerlifting championships
phil richard,73.66,767.5,74,EPF,2012-09-28,western european championships
pjotr van den hoek,104.82,977.5,105,IPF,2017-11-13,world powerlifting championships
pjotr van den hoek,92.91,910.0,93,EPF,2011-05-03,european powerlifting championships
preston turner #1,119.1,1028.0,120,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
puthiyandi suresh purayil suresh,58.52,665.0,59,IPF,2019-11-18,world powerlifting championships
quintin meyer,119.39,1050.0,120,IPF,2019-11-18,world powerlifting championships
rait sagor,104.4,947.5,105,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
randolph morgan,82.07,850.0,83,IPF,2012-11-10,world powerlifting championships
regie ramirez,58.55,653.0,59,IPF,2024-11-11,world open equipped powerlifting championships
renzo santelices,65.99,747.5,66,IPF,2019-08-26,world juniors & sub-juniors championships
robert michailov,82.47,860.0,83,EPF,2011-05-03,european powerlifting championships
robert mihailov,81.58,845.0,83,IPF,2011-11-08,world powerlifting championships
robert palmer #2,82.81,872.5,83,EPF,2013-05-07,european open powerlifting championships
robert palmer #2,90.99,935.0,93,IPF,2021-10-03,arnold uk
romain picot-guéraud,82.65,840.0,83,EPF,2014-05-07,european open powerlifting championships
roman bakhshiev,66.0,707.5,66,EPF,2016-04-14,european sub-juniors & juniors championships
roman churbakov,73.2,785.0,74,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
roman martynenko #1,82.02,857.5,83,IPF,2013-08-27,world juniors & sub-juniors championships
roman voroshylin,119.67,1042.5,120,EPF,2013-05-07,european open powerlifting championships
rostislav petkov,73.28,837.5,74,IPF,2011-11-08,world powerlifting championships
ruslan yarullin,92.54,925.0,93,IPF,2014-11-03,world powerlifting championships
róbert valach,119.4,965.0,120,EPF,2015-04-07,european sub-junior & junior powerlifting championships
róbert valach,152.65,1082.5,120+,IPF,2024-11-11,world open equipped powerlifting championships
saifolla tilyeubyerd,118.85,1082.5,120,IPF,2024-11-11,world open equipped powerlifting championships
salvatore pisasale,65.58,702.5,66,EPF,2017-05-08,european equipped powerlifting championships
sami pullinen,119.66,962.5,120,IPF,2011-11-08,world powerlifting championships
sascha stendebach,92.79,955.0,93,IPF,2017-07-24,world games
scott dobbins,119.15,1022.5,120,IPF,2021-11-08,world powerlifting championships
sen yang,104.6,1027.5,105,IPF,2017-11-13,world powerlifting championships
sen yang,117.15,1105.0,120,IPF,2023-11-13,world open equipped powerlifting championships
sergei gaishinetc,73.45,882.5,74,IPF,2018-11-05,world powerlifting championships
sergey fedosienko,58.4,765.0,59,IPF,2019-11-18,world powerlifting championships
sergey fedosienko,56.82,743.0,66,IPF,2013-07-30,world games
sergey gladkikh,65.93,820.0,66,IPF,2019-11-18,world powerlifting championships
sergey mashintsov,100.85,1030.0,105,IPF,2017-11-13,world powerlifting championships
sergey mashintsov,92.81,977.5,93,EPF,2015-05-06,european open men's championships
sergey usov,118.95,1047.5,120,EPF,2014-04-09,european sub-juniors & juniors championships
sergii bilyi,103.7,1092.5,105,EPF,2019-05-04,european equipped powerlifting championships
sergii bilyi,92.15,1022.5,93,IPF,2015-11-09,world powerlifting championships
sergiy pevnev,106.56,985.0,120,IPF,2011-11-08,world powerlifting championships
shinnosuke tomita,82.95,827.5,83,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
simone carniel,82.95,842.5,83,IPF,2019-11-18,world powerlifting championships
simone sanasi,82.95,817.5,83,EPF,2016-05-11,european powerlifting championships
sofiane belkesir,104.84,1020.0,105,IPF,2017-11-13,world powerlifting championships
sofiane belkesir,117.65,1095.0,120,IPF,2024-11-11,world open equipped powerlifting championships
steve mann #1,119.32,992.5,120,IPF,2022-10-08,world masters classic & equipped powerlifting championships
stian walgermo,104.54,1030.0,105,IPF,2015-11-09,world powerlifting championships
suradzh chebotar,65.55,690.0,66,EPF,2016-05-11,european powerlifting championships
szilárd bereczki-király,104.25,975.0,105,IPF,2024-11-11,world open equipped powerlifting championships
todor vasilev,82.53,850.0,83,IPF,2012-11-10,world powerlifting championships
tom martin #1,82.59,822.5,83,EPF,2011-05-03,european powerlifting championships
tomas harsany,104.03,935.0,105,IPF,2015-11-09,world powerlifting championships
tomi määttä,104.85,937.5,105,IPF,2024-11-11,world open equipped powerlifting championships
tomi määttä,111.16,965.0,120,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
tomáš šárik,118.76,1015.0,120,IPF,2019-11-18,world powerlifting championships
tony cliffe,119.6,1095.0,120,IPF,2021-11-08,world powerlifting championships
tor-herman omland,117.89,1020.0,120,IPF,2012-11-10,world powerlifting championships
trashon hightower,82.96,817.5,83,IPF,2022-11-14,world open equipped powerlifting championships
tsung-ting hsieh,65.65,800.0,66,IPF,2022-11-14,world open equipped powerlifting championships
tumenjargal dashzegve,103.85,920.0,105,IPF,2022-07-08,world games
ulan anuar,73.63,772.5,74,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
ulan anuar,82.31,915.0,83,IPF,2017-11-13,world powerlifting championships
vadym dovhanyuk,104.92,1050.5,105,IPF,2013-11-04,world powerlifting championships
valeriy karpov #1,118.92,1032.5,120,IPF,2012-11-10,world powerlifting championships
vanderlei barbosa,102.56,965.0,105,IPF,2017-11-13,world powerlifting championships
vasiliy omelchenko,118.45,1007.5,120,EPF,2011-05-03,european powerlifting championships
venkatesh konar,65.48,707.5,66,IPF,2023-08-24,world junior and sub-junior equipped championships
vichet duong,65.6,710.0,66,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
viki aryanto,65.52,787.5,66,IPF,2019-11-18,world powerlifting championships
viktor golinei,143.56,1105.0,120+,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
viktor hladkyi,82.05,840.0,83,IPF,2019-08-26,world juniors & sub-juniors championships
viktor leskovets,104.68,1033.0,105,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
viktor leskovets,110.89,1030.0,120,EPF,2023-05-02,european equipped powerlifting championships
viktor samúelsson,119.29,1010.0,120,EPF,2018-05-06,european men's championships
viktor testsov,143.2,1170.0,120+,IPF,2013-11-04,world powerlifting championships
vincent curth,82.8,850.0,83,IPF,2016-11-14,world open championships
vitalii kolomiiets,73.63,782.5,74,EPF,2017-05-08,european equipped powerlifting championships
vitalii kolomiiets,82.35,912.5,83,IPF,2024-11-11,world open equipped powerlifting championships
vladimir sholskiy,92.15,965.0,93,IPF,2011-11-08,world powerlifting championships
vladislav chornyi,73.6,842.5,74,IPF,2018-11-05,world powerlifting championships
vladislav chornyi,79.77,892.5,83,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
vladislav shaibekov,82.92,925.0,83,IPF,2019-11-18,world powerlifting championships
volodymyr rysiev,92.75,1002.5,105,IPF,2022-07-08,world games
volodymyr rysiev,82.6,945.0,83,IPF,2017-07-24,world games
volodymyr rysiev,92.75,1040.0,93,IPF,2024-11-11,world open equipped powerlifting championships
volodymyr svistunov,167.26,1147.5,120+,EPF,2017-05-08,european equipped powerlifting championships
wade hooper,82.7,877.5,83,IPF,2011-09-26,world masters powerlifting championships
wataru kobayakawa,82.67,837.5,83,IPF,2017-11-13,world powerlifting championships
wei-chun wu,82.0,832.5,83,IPF,2024-11-11,world open equipped powerlifting championships
yerlan smagulov,92.04,895.0,93,IPF,2016-11-14,world open championships
yi-chiu wu,119.3,992.5,120,IPF,2023-08-24,world junior and sub-junior equipped championships
yi-chun lin,58.62,710.0,59,IPF,2019-11-18,world powerlifting championships
yoshihiro sato,65.25,732.5,66,IPF,2015-11-09,world powerlifting championships
yoshiki suzuki,92.8,937.5,93,IPF,2023-11-13,world open equipped powerlifting championships
yoshito nishimura,65.86,755.0,66,IPF,2014-11-03,world powerlifting championships
yosuke kiuchi,65.55,745.5,66,IPF,2018-09-03,world juniors & sub-juniors championships
you-si jhang,82.65,797.5,83,IPF,2018-11-05,world powerlifting championships
yu-jui cheng,73.22,765.0,74,IPF,2019-08-26,world juniors & sub-juniors championships
yury belkin,102.78,1042.5,105,IPF,2014-11-03,world powerlifting championships
yury belkin,92.23,912.5,93,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
yusuke satake,58.8,687.5,59,IPF,2018-11-05,world powerlifting championships
yusuke satake,65.7,785.0,66,IPF,2022-07-08,world games
zalim kuvambaev,104.65,1037.5,105,IPF,2017-11-13,world powerlifting championships
zalim kuvambaev,92.34,917.5,93,IPF,2011-11-08,world powerlifting championships
zdravko sarafimov,92.36,932.5,93,IPF,2011-11-08,world powerlifting championships
