Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
youssuf el adlani,93.0,780.0,93,EPF,2019-11-29,european classic powerlifting championships
yu utsugi,73.5,710.0,74,IPF,2024-06-15,world classic powerlifting championships
yuki kashima,65.25,635.0,66,IPF,2024-06-15,world classic powerlifting championships
yuki shibuya,65.5,632.5,66,IPF,2022-06-06,world classic powerlifting championships
yuki shibuya,73.5,690.0,74,IPF,2023-06-11,world classic powerlifting championships
yulong li #1,91.2,812.5,93,IPF,2022-08-31,world junior classic powerlifting championships
yury belkin,103.56,867.5,105,IPF,2014-06-01,world classic powerlifting championships
yusuke satake,65.9,685.0,66,IPF,2024-06-15,world classic powerlifting championships
yusuke takeda,92.7,787.5,93,IPF,2024-06-15,world classic powerlifting championships
yuya fujii,73.66,715.0,74,IPF,2021-09-23,world classic powerlifting championships
zachariah ampofo,82.61,760.0,83,EPF,2023-12-04,european open classic powerlifting championships
zalim kuvambaev,104.9,840.0,105,IPF,2016-06-19,world classic powerlifting championships
álvaro fernández arcas,65.4,627.5,66,EPF,2024-03-12,european open classic powerlifting championships
áron hegedűs #1,104.6,837.5,105,IPF,2024-06-15,world classic powerlifting championships
