Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
kostiantyn musiienko,82.55,895.0,83,IPF,2018-09-03,world juniors & sub-juniors championships
kostiantyn musiienko,92.76,1064.0,93,IPF,2022-11-14,world open equipped powerlifting championships
kosuke takano,52.72,430.0,53,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
kosuke takashima,89.01,695.0,93,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
kotaro harada,82.95,647.5,83,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
kotaro namba,80.54,615.0,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
kotaro namba,91.9,700.0,93,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
kouichi fujiwara,79.12,650.0,83,IPF,2012-10-02,world masters powerlifting championships
krasimir kondov,65.65,622.5,66,EPF,2014-05-07,european open powerlifting championships
krishna done murali,52.3,472.5,53,IPF,2022-08-27,world junior equipped powerlifting championships
krishna p c jayadeep,82.01,645.0,83,IPF,2017-11-13,world powerlifting championships
kristian filip jakubec,95.33,762.5,105,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
kristian filip jakubec,92.04,767.5,93,IPF,2023-08-24,world junior and sub-junior equipped championships
kristián slíž,104.27,910.0,105,EPF,2022-05-03,european powerlifting championships
kristián slíž,107.5,915.0,120,IPF,2024-11-11,world open equipped powerlifting championships
kristián slíž,92.05,860.0,93,EPF,2019-05-04,european equipped powerlifting championships
kristof declercq,69.02,555.0,74,EPF,2012-09-28,western european championships
kristoffer andersson,96.8,690.0,105,EPF,2022-07-06,european masters equipped powerlifting championships
kristoffer skadsem eikeland,104.57,1010.0,105,IPF,2017-11-13,world powerlifting championships
krisztian ferenczi,76.7,607.5,83,EPF,2013-10-05,danube cup
krisztián posta,58.9,367.5,59,EPF,2015-04-07,european sub-junior & junior powerlifting championships
krystian kleszczewski,72.0,510.0,74,EPF,2014-04-09,european sub-juniors & juniors championships
krystian slosarek,114.75,590.0,120,IPF,2019-10-07,world masters powerlifting championships
krzysztof szlachetka,81.9,695.0,83,IPF,2024-11-11,world open equipped powerlifting championships
krzysztof wierzbicki,105.07,920.0,120,IPF,2017-07-24,world games
krzysztof wierzbicki,82.8,792.5,83,EPF,2011-06-11,european junior & sub-junior powerlifting championships
kuanyshbay tulegenov,65.38,595.0,66,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
kumar kushwaha arvind,65.05,485.0,66,IPF,2023-10-08,world masters classic & equipped powerlifting championships
kunal kunal,118.7,587.5,120,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
kurtis mccormack,55.61,390.0,59,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
kyle jan cumpio,65.22,575.0,66,IPF,2023-08-24,world junior and sub-junior equipped championships
kyle nelson,58.25,522.5,59,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
kyle ramsey,103.33,855.0,105,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
kyohei kubo,92.53,865.0,93,IPF,2016-11-14,world open championships
kyohei yokoyama,103.84,730.0,105,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
ladislav přibilík,74.0,662.5,74,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
lakhveer singh,83.51,777.5,93,IPF,2019-11-18,world powerlifting championships
lalchamliana p,107.1,677.5,120,IPF,2018-10-02,world masters powerlifting championships
landon diepenbrock,65.25,525.0,66,IPF,2022-08-27,world junior equipped powerlifting championships
lanno costanzi,73.84,680.0,74,EPF,2011-07-05,european masters powerlifting championships
lars engø-monsen,82.15,857.5,83,IPF,2024-11-11,world open equipped powerlifting championships
lars höglander,95.7,670.0,105,IPF,2024-10-05,world classic & equipped masters powerlifting championships
lars höglander,92.62,715.0,93,EPF,2015-07-14,european masters powerlifting championships
lars lampinen,122.88,650.0,120+,IPF,2022-10-08,world masters classic & equipped powerlifting championships
lars svensson,64.7,452.5,66,IPF,2017-10-01,world masters powerlifting championships
lasse b. ahrendsen,81.36,725.0,83,IPF,2013-08-27,world juniors & sub-juniors championships
lasse b. ahrendsen,89.85,765.0,93,EPF,2014-04-09,european sub-juniors & juniors championships
lasse justesen,114.76,822.5,120,EPF,2023-05-02,european equipped powerlifting championships
lasse selin,73.6,502.5,74,EPF,2019-07-03,european masters championships
laszlo gorog,58.43,335.0,59,EPF,2014-07-08,european masters powerlifting championships
laurentiu avram,64.8,470.0,66,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
laurentiu avram,73.62,635.0,74,EPF,2017-05-08,european equipped powerlifting championships
laurentiu avram,80.83,685.0,83,EPF,2019-05-04,european equipped powerlifting championships
lauri johansson,118.2,565.0,120,EPF,2024-05-01,european equipped masters powerlifting championships
laurie greenidge,88.14,560.0,93,IPF,2011-09-26,world masters powerlifting championships
laurynas šaulis,58.9,485.0,59,IPF,2023-11-13,world open equipped powerlifting championships
laurynas žukauskas,94.8,657.5,105,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
lavrenty matynyan,117.73,695.0,120,IPF,2014-09-21,world masters powerlifting championships
lawrence koleilat,65.1,632.5,66,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
lawrence walsh,91.22,585.0,93,IPF,2022-10-08,world masters classic & equipped powerlifting championships
lawson lilo,72.9,625.0,74,IPF,2023-08-24,world junior and sub-junior equipped championships
lazaro nieves,130.4,970.0,120+,IPF,2014-11-03,world powerlifting championships
leif j. lillegård,101.48,690.0,105,IPF,2014-09-21,world masters powerlifting championships
leif j. lillegård,92.06,610.0,93,EPF,2012-07-17,european masters powerlifting championships
leif joensuu,82.66,692.5,83,EPF,2012-07-17,european masters powerlifting championships
lenin la rosa,65.94,732.5,66,IPF,2012-11-10,world powerlifting championships
lenin la rosa,73.06,792.5,74,IPF,2016-11-14,world open championships
leo molenaar,92.06,580.0,93,EPF,2011-07-05,european masters powerlifting championships
leonardo quiros lepiz,91.75,650.0,93,IPF,2023-11-13,world open equipped powerlifting championships
leonid akinin,102.47,695.0,105,EPF,2011-07-05,european masters powerlifting championships
leonid kuznetsov,58.8,592.5,59,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
leonid kuznetsov,65.49,695.0,66,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
leopold tichy,103.94,590.0,105,EPF,2012-07-17,european masters powerlifting championships
leslie newton,80.7,540.0,83,IPF,2015-09-28,world masters powerlifting championships
levente revesz,89.4,645.0,93,EPF,2012-05-08,european open powerlifting championships
levi cowart,84.86,640.0,93,IPF,2023-08-24,world junior and sub-junior equipped championships
levi goolesby,52.91,455.0,53,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
lewis noppers,65.84,675.0,66,IPF,2015-09-28,world masters powerlifting championships
lewis noppers,69.98,595.0,74,IPF,2022-10-08,world masters classic & equipped powerlifting championships
liam zuffoletti,72.0,637.5,74,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
libardo hernan vargas velez,108.75,760.0,105+,IPF,2013-07-30,world games
lieven de saedeleer,103.0,850.0,105,EPF,2023-05-02,european equipped powerlifting championships
lieven de saedeleer,92.13,737.5,93,EPF,2017-09-14,western european championships
linas abakas,58.36,397.5,59,EPF,2017-05-08,european equipped powerlifting championships
linas abakas,64.48,500.0,66,EPF,2019-05-04,european equipped powerlifting championships
linas palivonas,119.65,882.5,120,IPF,2011-11-08,world powerlifting championships
linus hedberg,82.8,792.5,83,IPF,2022-11-14,world open equipped powerlifting championships
linus hedberg,84.6,792.5,93,EPF,2022-07-06,european masters equipped powerlifting championships
lkhagva sharav,55.28,317.5,59,IPF,2018-10-02,world masters powerlifting championships
logan barrett,141.41,927.5,120+,IPF,2022-11-14,world open equipped powerlifting championships
logan grimm,58.85,607.5,59,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
logan pennington,58.45,497.5,59,IPF,2018-09-03,world juniors & sub-juniors championships
logan rogers,91.8,722.5,93,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
lorenzo corradini,74.0,675.0,74,EPF,2024-05-01,european equipped masters powerlifting championships
lorenzo nebuloni,101.07,350.0,105,EPF,2014-07-08,european masters powerlifting championships
lorenzo razzauti,82.62,730.0,83,EPF,2024-05-01,european equipped masters powerlifting championships
louis beaumont,102.69,772.5,105,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
louis beaumont,114.05,690.0,120,EPF,2011-06-11,european junior & sub-junior powerlifting championships
louis lévesque,83.66,502.5,93,IPF,2013-09-24,world masters powerlifting championships
lubomír růžička,127.87,757.5,120+,EPF,2018-07-03,european masters championships
lubos kasala,81.33,670.0,83,EPF,2018-05-06,european men's championships
luboš billý,103.41,790.0,105,EPF,2021-07-07,european masters powerlifting championships
luboš rada,81.43,542.5,83,EPF,2023-07-05,european equipped masters powerlifting championships
luca valori,72.83,662.5,74,EPF,2014-09-11,western european powerlifting championships
lucas lorenzo juan,86.6,677.5,93,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
lucian otoiu,103.54,722.5,105,EPF,2011-07-05,european masters powerlifting championships
lucian otoiu,118.1,680.0,120,EPF,2021-07-07,european masters powerlifting championships
luciano duarte,101.56,855.0,105,IPF,2014-11-03,world powerlifting championships
luciano duarte,91.89,810.0,93,IPF,2011-11-08,world powerlifting championships
ludvik moen,82.45,767.5,83,EPF,2022-05-03,european powerlifting championships
ludvik moen,92.8,882.5,93,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
ludwig werner,58.47,342.5,59,EPF,2014-07-08,european masters powerlifting championships
luigi brivio,116.99,800.0,120,EPF,2018-07-03,european masters championships
luigi sanges,92.81,825.0,93,IPF,2011-11-08,world powerlifting championships
luis jaimes,104.66,875.0,105,IPF,2012-11-10,world powerlifting championships
luis jaimes,92.49,830.0,93,IPF,2013-11-04,world powerlifting championships
luis obdulio hernandez,81.65,605.0,83,EPF,2017-09-23,arnold's europe powerlifting championships
luis ramírez,110.84,687.5,120,IPF,2015-09-28,world masters powerlifting championships
luis tapia,82.46,807.5,83,IPF,2011-11-08,world powerlifting championships
luis tapia,84.02,807.5,93,IPF,2011-09-26,world masters powerlifting championships
luis velazquez,65.21,590.0,66,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
lukas bugys,57.65,392.5,59,EPF,2014-04-09,european sub-juniors & juniors championships
lukas kačinskas,65.0,490.0,66,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
lukas kačinskas,73.67,605.0,74,EPF,2018-05-06,european men's championships
lukas kačinskas,82.65,687.5,83,IPF,2023-11-13,world open equipped powerlifting championships
lukas kudresovas,65.7,570.0,66,EPF,2015-04-07,european sub-junior & junior powerlifting championships
lukas marcelis,97.14,627.5,105,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
lukas skrib,111.58,857.5,120,EPF,2017-05-08,european equipped powerlifting championships
lukasz barczak,73.2,685.0,74,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
luke mellon,182.95,832.5,120+,IPF,2022-08-27,world junior equipped powerlifting championships
lukáš kučera,51.26,280.0,53,EPF,2019-05-04,european equipped powerlifting championships
lukáš roubík,102.69,665.0,105,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
lukáš rozehnal,82.4,687.5,83,IPF,2023-08-24,world junior and sub-junior equipped championships
lukáš tkadlec,82.68,762.5,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
lung-hsin huang,73.63,812.5,74,IPF,2013-11-04,world powerlifting championships
lung-hsin huang,75.0,820.0,83,IPF,2013-07-30,world games
lutho tom,73.9,470.0,74,IPF,2018-09-03,world juniors & sub-juniors championships
lutz schuricht,88.42,662.5,93,EPF,2012-07-17,european masters powerlifting championships
lynton lam,81.7,430.0,83,IPF,2011-09-26,world masters powerlifting championships
m vamsi,64.85,662.5,66,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
maamchuluun tseveendorj,80.55,540.0,83,IPF,2018-10-02,world masters powerlifting championships
maamchuluun tseveendorj,83.4,505.0,93,IPF,2023-10-08,world masters classic & equipped powerlifting championships
magnus häggblom,92.68,570.0,93,EPF,2011-07-05,european masters powerlifting championships
magnus varpen langleite,82.31,755.0,83,EPF,2022-09-09,western european powerlifting championships
majid talkhabi,101.6,640.0,105,IPF,2023-10-08,world masters classic & equipped powerlifting championships
makoto yamaguchi,73.48,610.0,74,IPF,2016-10-03,world masters championships
makoto yamaguchi,82.7,702.5,83,IPF,2015-09-28,world masters powerlifting championships
maksim beznosov,118.5,987.5,120,EPF,2019-05-04,european equipped powerlifting championships
maksim melikov,59.0,540.0,59,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
maksim pikaliuk,104.5,847.5,105,IPF,2019-10-07,world masters powerlifting championships
maksim prokhorov,148.0,1120.0,120+,EPF,2019-05-04,european equipped powerlifting championships
maksym cheviuk,52.5,377.5,53,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
maksym pryshliak,64.86,640.0,66,IPF,2023-08-24,world junior and sub-junior equipped championships
maksym samoilov,81.88,825.0,83,EPF,2017-05-08,european equipped powerlifting championships
maliek derstine,73.72,827.5,74,IPF,2012-11-10,world powerlifting championships
maliek derstine,82.32,860.0,83,IPF,2014-11-03,world powerlifting championships
mamaykin aleksey,58.8,575.0,59,EPF,2011-06-11,european junior & sub-junior powerlifting championships
mamoru orihara,51.66,405.0,53,IPF,2019-08-26,world juniors & sub-juniors championships
mansour almarzooqi,72.5,520.0,74,IPF,2019-11-18,world powerlifting championships
mansurbek mominov,52.52,390.0,53,IPF,2023-08-24,world junior and sub-junior equipped championships
mantas kaniusas,81.6,645.0,83,EPF,2014-04-09,european sub-juniors & juniors championships
manuel gonnermann,82.68,815.0,83,IPF,2022-11-14,world open equipped powerlifting championships
marat aminov,73.55,707.5,74,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
marat aminov,82.65,835.0,83,EPF,2017-05-08,european equipped powerlifting championships
marat aminov,87.3,865.0,93,IPF,2018-09-03,world juniors & sub-juniors championships
marc duhem,82.38,655.0,83,IPF,2011-09-26,world masters powerlifting championships
marc garcia,58.12,635.0,59,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
marc morris,82.48,697.5,83,IPF,2017-11-13,world powerlifting championships
marc nalinne,77.79,480.0,83,EPF,2017-07-11,european masters championships
marc polster,71.9,695.0,74,EPF,2015-10-10,danube cup
marc-olivier huchet,66.0,565.0,66,EPF,2022-07-06,european masters equipped powerlifting championships
marcel murárik,82.68,625.0,83,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
marcel nivault,58.25,353.5,59,IPF,2014-09-21,world masters powerlifting championships
marcel rusnák,81.85,525.0,83,IPF,2021-08-23,world juniors sub-juniors & masters championships
marcel vorster,58.2,425.0,59,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
marcelo del lama,82.8,767.5,83,IPF,2024-11-11,world open equipped powerlifting championships
marcelo del lama silva,82.87,847.5,83,IPF,2016-11-14,world open championships
marcin budek,82.59,625.0,83,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
marcin kapała,82.3,717.5,83,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
marco guerretta,82.29,725.0,83,EPF,2019-09-06,western european championships
marco lang,103.5,660.0,105,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
marco porras,114.45,910.0,120,IPF,2014-11-03,world powerlifting championships
marco troiano,72.87,657.5,74,EPF,2014-09-11,western european powerlifting championships
marcos caballero tinajas,82.37,605.0,83,EPF,2022-09-09,western european powerlifting championships
marcos sanchéz #1,83.0,795.0,83,IPF,2016-11-14,world open championships
marcos sanchéz #1,88.82,812.5,93,IPF,2019-11-18,world powerlifting championships
marcus böttger,102.75,855.0,105,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
marcus hofmeister,177.9,910.0,120+,EPF,2012-09-28,western european championships
marek styn,57.63,472.5,59,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
marek žiško,82.2,657.5,83,IPF,2019-08-26,world juniors & sub-juniors championships
marek žiško,89.72,722.5,93,EPF,2019-05-04,european equipped powerlifting championships
margus silbaum,104.67,882.5,105,EPF,2022-05-03,european powerlifting championships
margus silbaum,107.74,905.0,120,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
margus silbaum,93.0,935.0,93,IPF,2015-11-09,world powerlifting championships
marian bartánus,91.89,720.0,93,EPF,2015-07-14,european masters powerlifting championships
marian daňo,92.04,587.5,93,EPF,2023-07-05,european equipped masters powerlifting championships
marian piwowarczyk,62.51,390.0,66,EPF,2021-07-07,european masters powerlifting championships
mario leos,52.7,477.5,53,IPF,2013-08-27,world juniors & sub-juniors championships
mario leos,58.5,612.5,59,IPF,2019-11-18,world powerlifting championships
mario pinna,103.05,762.5,105,EPF,2019-07-03,european masters championships
mario schnurr,96.05,767.5,105,IPF,2021-08-23,world juniors sub-juniors & masters championships
mario schnurr,92.71,822.5,93,EPF,2014-07-08,european masters powerlifting championships
mario schwanke,117.2,795.0,120,EPF,2011-07-05,european masters powerlifting championships
mario sedivy,118.51,745.0,120,EPF,2023-07-05,european equipped masters powerlifting championships
mario sedivy,135.2,817.5,120+,EPF,2011-03-19,danube cup
mario seifriedsberger,73.14,707.5,74,IPF,2017-11-13,world powerlifting championships
marius arhaug,73.7,690.0,74,EPF,2024-09-13,western european powerlifting championships
marius brito,73.29,617.5,74,EPF,2017-05-08,european equipped powerlifting championships
marius milla,73.3,740.0,74,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
marius raica,121.71,675.0,120+,EPF,2016-07-12,european masters powerlifting championships
marius tutunaru,94.71,655.0,105,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
mariusz grotkowski,65.9,775.0,66,IPF,2021-11-08,world powerlifting championships
mariusz hadrysiak,104.6,735.0,105,EPF,2015-07-14,european masters powerlifting championships
mariusz hadrysiak,112.64,745.5,120,EPF,2017-07-11,european masters championships
mariusz tworkowski,98.53,662.5,105,EPF,2016-04-14,european sub-juniors & juniors championships
mariusz tworkowski,109.85,852.5,120,IPF,2021-08-23,world juniors sub-juniors & masters championships
mariusz tworkowski,81.9,670.0,83,EPF,2019-05-04,european equipped powerlifting championships
mark cucinella,73.3,557.5,74,IPF,2012-10-02,world masters powerlifting championships
mark daniel,90.6,620.0,93,IPF,2018-10-02,world masters powerlifting championships
mark dolzhenko,99.62,800.0,105,EPF,2022-05-03,european powerlifting championships
mark dolzhenko,111.76,920.0,120,IPF,2023-08-24,world junior and sub-junior equipped championships
mark dyachenko,82.48,632.5,83,EPF,2017-05-08,european equipped powerlifting championships
mark dyachenko,92.35,720.0,93,IPF,2018-09-03,world juniors & sub-juniors championships
mark giffin,114.4,840.0,120,IPF,2011-09-26,world masters powerlifting championships
mark jason galauran,91.22,735.0,93,IPF,2023-08-24,world junior and sub-junior equipped championships
mark kihu,82.36,600.0,83,EPF,2018-05-06,european men's championships
mark kihu,85.11,600.0,93,EPF,2017-05-08,european equipped powerlifting championships
mark notschaele,118.43,695.0,120,EPF,2024-05-01,european equipped masters powerlifting championships
mark reyneke,86.68,592.5,93,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
mark sigala,73.46,610.0,74,IPF,2012-10-02,world masters powerlifting championships
mark wynn,104.27,705.0,105,IPF,2014-09-21,world masters powerlifting championships
markku kemppainen,65.42,447.5,66,IPF,2016-10-03,world masters championships
marko todorović,101.2,542.5,105,EPF,2018-10-12,balkan cup
marks riekstins,102.8,902.5,105,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
marks riekstins,92.4,835.0,93,EPF,2015-04-07,european sub-junior & junior powerlifting championships
markus binder,58.58,487.5,59,EPF,2016-04-14,european sub-juniors & juniors championships
markus binder,65.0,520.0,66,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
markus binder,73.75,645.0,74,IPF,2018-09-03,world juniors & sub-juniors championships
markus dúcký,86.5,687.5,93,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
markus glück,103.76,877.5,105,EPF,2016-05-11,european powerlifting championships
markus golda,97.8,645.0,105,EPF,2022-07-06,european masters equipped powerlifting championships
markus hinz,102.4,820.0,105,EPF,2011-09-16,western european powerlifting championships
markus karner,81.3,570.0,83,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
markus sörgel,115.61,765.0,120,EPF,2023-07-05,european equipped masters powerlifting championships
marlon daniels,73.75,652.5,74,IPF,2019-10-07,world masters powerlifting championships
marshall messmer,112.45,820.0,120,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
martin bach thomsen,103.46,855.0,105,EPF,2023-05-02,european equipped powerlifting championships
martin bach thomsen,119.55,935.0,120,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
martin benedikovic,93.98,485.0,105,EPF,2019-05-04,european equipped powerlifting championships
martin borgland rønning,164.33,1067.5,120+,IPF,2015-11-09,world powerlifting championships
martin brabec,103.45,830.0,105,IPF,2011-11-08,world powerlifting championships
martin cintula,72.85,565.0,74,EPF,2024-05-01,european equipped masters powerlifting championships
martin daniel,79.72,505.0,83,IPF,2012-10-02,world masters powerlifting championships
martin dreyer,121.09,857.5,120+,EPF,2023-05-02,european equipped powerlifting championships
martin engquist,82.8,722.5,83,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
martin foriš,73.44,717.5,74,EPF,2019-05-04,european equipped powerlifting championships
martin forstenpointner,85.79,705.0,93,EPF,2011-05-03,european powerlifting championships
martin grobler,103.07,685.0,105,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
martin hinteregger,92.7,682.5,93,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
martin hužvár,97.18,780.0,105,EPF,2023-05-02,european equipped powerlifting championships
martin hužvár,91.3,765.0,93,IPF,2023-08-24,world junior and sub-junior equipped championships
martin kozák,119.52,840.0,120,IPF,2013-08-27,world juniors & sub-juniors championships
martin lange,104.6,940.0,105,IPF,2016-11-14,world open championships
martin lange,112.49,965.0,120,IPF,2017-11-13,world powerlifting championships
martin lux,82.88,722.5,83,EPF,2014-09-11,western european powerlifting championships
martin lux,83.74,740.0,93,EPF,2013-05-07,european open powerlifting championships
martin maršík,98.98,747.5,105,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
martin maršík,90.94,675.0,93,IPF,2019-08-26,world juniors & sub-juniors championships
martin prokop,104.37,792.5,105,IPF,2019-08-26,world juniors & sub-juniors championships
martin prokop,115.07,870.0,120,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
martin putera,143.0,810.0,120+,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
martin schnegg,125.5,792.5,120+,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
martin tryk,127.84,862.5,120+,IPF,2022-11-14,world open equipped powerlifting championships
martin turek,82.75,675.0,83,EPF,2016-07-12,european masters powerlifting championships
martin ürban,119.15,805.0,120,EPF,2011-07-05,european masters powerlifting championships
martin čech,65.66,570.0,66,EPF,2018-07-03,european masters championships
martins kruze,132.85,912.5,120+,EPF,2011-06-11,european junior & sub-junior powerlifting championships
martti kilpeläinen,65.01,525.0,66,IPF,2016-10-03,world masters championships
martynas brusokas,142.1,710.0,120+,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
marvin rippe,103.3,845.0,105,EPF,2015-10-10,danube cup
marvin rippe,105.22,827.5,120,IPF,2013-08-27,world juniors & sub-juniors championships
masahiro mori,82.53,812.5,83,IPF,2012-11-10,world powerlifting championships
masahiro yamada,102.17,577.5,105,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
masahito kitsui,92.5,762.5,93,IPF,2019-11-18,world powerlifting championships
masato takehana,58.66,577.5,59,IPF,2011-11-08,world powerlifting championships
masaya moribe,66.44,537.5,74,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
masaya seo,70.85,640.0,74,IPF,2018-09-03,world juniors & sub-juniors championships
mason quave,62.35,525.0,66,IPF,2022-08-27,world junior equipped powerlifting championships
massimiliano buccioni,82.67,782.5,83,EPF,2016-05-11,european powerlifting championships
massimo conti,132.08,727.5,120+,EPF,2015-07-14,european masters powerlifting championships
massimo primativo,81.5,752.5,83,EPF,2023-05-02,european equipped powerlifting championships
massimo sgaramella,164.15,910.0,120+,EPF,2015-05-06,european open men's championships
matej priscak,82.32,700.0,83,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
matej rehak,57.88,382.5,59,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
mateusz szymkiewicz,105.0,865.0,105,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
mathew hallett,93.85,777.5,105,EPF,2023-09-08,western european powerlifting championships
mathew hallett,91.89,835.0,93,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
mathias hummer,100.85,702.5,105,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
mathias kristiansen,104.87,850.0,105,EPF,2011-05-03,european powerlifting championships
mathias kristiansen,119.64,915.0,120,IPF,2014-11-03,world powerlifting championships
mathys herbst,166.45,1005.0,120+,IPF,2019-10-07,world masters powerlifting championships
matias hyttinen,91.66,565.0,93,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
matias viiperi,66.0,502.5,66,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
matias viiperi,73.44,665.0,74,EPF,2015-09-11,western european powerlifting championships
matias viiperi,82.5,882.5,83,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
matis peca,104.45,860.0,105,EPF,2011-06-11,european junior & sub-junior powerlifting championships
mats bergstedt,82.42,537.5,83,IPF,2017-10-01,world masters powerlifting championships
mats johansson,65.33,417.5,66,EPF,2016-07-12,european masters powerlifting championships
matt dehmel,110.66,602.5,120,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
matt rice,87.83,590.0,93,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
matt rodock,92.54,830.0,93,IPF,2022-11-14,world open equipped powerlifting championships
matt watson #1,97.8,757.5,105,EPF,2023-09-08,western european powerlifting championships
matt watson #1,92.16,717.5,93,EPF,2022-05-03,european powerlifting championships
matteo nembri,65.45,610.0,66,EPF,2023-09-08,western european powerlifting championships
matthew foreman,117.95,675.0,120,IPF,2018-10-02,world masters powerlifting championships
matthew garcia,96.94,767.5,105,IPF,2013-08-27,world juniors & sub-juniors championships
matthew harper,127.84,795.0,120+,IPF,2013-08-27,world juniors & sub-juniors championships
matthias keppler,82.46,750.0,83,EPF,2021-07-07,european masters powerlifting championships
matthias keppler,91.09,725.0,93,EPF,2023-07-05,european equipped masters powerlifting championships
matthias siegle,73.46,630.0,74,EPF,2017-07-11,european masters championships
matthias stach,81.72,597.5,83,EPF,2021-07-07,european masters powerlifting championships
matti christensen,59.0,480.0,59,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
mattia di martino,119.78,815.0,120,EPF,2016-05-11,european powerlifting championships
mattia di martino,127.3,855.0,120+,EPF,2019-09-06,western european championships
mattias ivarsson,92.05,860.0,93,EPF,2013-05-07,european open powerlifting championships
matěj jurka,102.98,785.0,105,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
matěj roller,107.9,625.0,120,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
matěj vojtěch,65.59,515.0,66,EPF,2022-05-03,european powerlifting championships
matěj zedník,75.69,455.0,83,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
maurice koopmanschap,82.77,670.0,83,EPF,2019-05-04,european equipped powerlifting championships
mauricio mejia boza alvaro,72.62,630.0,74,IPF,2014-11-03,world powerlifting championships
max bristow,64.98,500.0,66,IPF,2011-09-26,world masters powerlifting championships
max bristow,66.79,457.5,74,IPF,2013-09-24,world masters powerlifting championships
max hampel,65.38,545.0,66,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
