Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
a-yun lin,54.6,252.5,57,IPF,2016-06-19,world classic powerlifting championships
abbey moon,55.78,185.0,57,IPF,2021-09-23,world classic powerlifting championships
abbey moon,57.66,197.5,63,IPF,2022-10-08,world masters classic & equipped powerlifting championships
abbi bosward-fielding,82.05,410.0,84,IPF,2024-10-05,world classic & equipped masters powerlifting championships
abby cooley,51.07,346.5,52,IPF,2024-07-23,fisu world university powerlifting championships
abby hall,61.38,365.0,63,IPF,2017-06-14,world classic powerlifting championships
abhirami m. v,81.93,405.0,84,IPF,2019-07-22,university powerlifting cup
abhirami s,83.38,380.0,84,IPF,2023-10-31,world university powerlifting cup
abi cronin,61.86,350.0,63,IPF,2017-06-14,world classic powerlifting championships
abi graham,61.51,410.0,63,IPF,2018-06-06,world classic powerlifting championships
abi houlihan,50.95,297.5,52,EPF,2021-12-03,european classic powerlifting championships
abi houlihan,56.35,315.0,57,IPF,2022-08-31,world junior classic powerlifting championships
abi-louise lane,113.6,342.5,84+,EPF,2018-11-24,european classic powerlifting championships
abigail england,57.46,272.5,63,IPF,2019-07-22,university powerlifting cup
abigail hanrahan-miller,56.14,364.0,57,IPF,2023-08-27,world junior and sub-junior classic championships
abigail hanrahan-miller,59.85,310.0,63,IPF,2022-08-31,world junior classic powerlifting championships
abigail looi,62.84,415.0,63,IPF,2018-06-06,world classic powerlifting championships
abigail maxon-stabile,55.94,280.0,57,IPF,2019-07-22,university powerlifting cup
abigail mclean,71.58,405.0,72,IPF,2018-06-06,world classic powerlifting championships
abigail mclean,82.6,432.5,84,EPF,2021-12-03,european classic powerlifting championships
abigail taylor-peckover,73.1,427.5,76,IPF,2023-08-27,world junior and sub-junior classic championships
abrienda chan,50.2,290.0,52,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
ada imola jucha,42.95,197.5,43,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
adejoke adetayo,56.35,462.5,57,IPF,2024-06-15,world classic powerlifting championships
adina hyková,60.5,246.5,63,EPF,2019-03-05,european masters classic championships
adriana holubová,56.74,305.0,57,IPF,2021-09-23,world classic powerlifting championships
adriana holubová,61.39,332.5,63,IPF,2023-10-31,world university powerlifting cup
adriana moreno mena,51.36,297.5,52,IPF,2016-06-19,world classic powerlifting championships
adriana pence,51.9,367.5,52,IPF,2024-10-05,world classic & equipped masters powerlifting championships
adrianna borowczyk,55.5,305.0,57,EPF,2019-11-29,european classic powerlifting championships
adél gyöngyösi,75.52,387.5,76,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
adéla pivoňková,62.86,340.0,63,EPF,2023-03-16,european classic university powerlifting cup
adéla čtveráková,67.35,297.5,69,EPF,2021-12-03,european classic powerlifting championships
adéla čtveráková,74.15,327.5,76,EPF,2022-11-25,european classic powerlifting championships
agata kaliciak,96.49,429.5,84+,EPF,2022-03-24,european university cup
agata markowska,54.5,330.0,57,IPF,2023-06-11,world classic powerlifting championships
agata niewdana,62.06,330.0,63,EPF,2023-02-28,european masters classic powerlifting championships
agata przybylska,56.48,347.5,57,IPF,2019-07-22,university powerlifting cup
agata sitko,68.9,600.0,69,IPF,2024-02-10,sheffield powerlifting championships
agata sitko,75.3,613.0,76,IPF,2024-06-15,world classic powerlifting championships
agata sitko,77.85,582.5,84,IPF,2022-08-31,world junior classic powerlifting championships
agathe turbé,74.6,430.0,76,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
agnes rudin,68.54,486.0,69,EPF,2022-11-25,european classic powerlifting championships
agnes rudin,75.34,527.5,76,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
agnieszka korycka,83.32,345.0,84,EPF,2015-03-21,1st european women's classic championships
agnès alves,56.79,410.0,57,EPF,2021-09-03,western european powerlifting championships
agáta szturcová,62.51,405.0,63,EPF,2024-03-12,european open classic powerlifting championships
ai takeuchi,69.7,395.0,72,IPF,2016-06-19,world classic powerlifting championships
aiko ishibashi,48.51,252.5,52,IPF,2018-06-06,world classic powerlifting championships
aileen muldoon,73.8,417.5,76,IPF,2024-10-05,world classic & equipped masters powerlifting championships
aimee grefen,51.48,262.5,52,IPF,2021-09-23,world classic powerlifting championships
aimee guthrie,74.59,451.0,76,IPF,2024-07-23,fisu world university powerlifting championships
aimee jarvie,55.72,367.5,57,EPF,2022-11-25,european classic powerlifting championships
ainhoa palmero reyes,68.39,352.5,69,EPF,2024-03-01,european university cup
ainhoa pradas lozano,62.43,402.5,63,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
aino autio,83.33,380.0,84,IPF,2015-06-05,world classic powerlifting championships
aistė kanapeckaitė,60.79,282.5,63,EPF,2018-03-23,4th european women's classic powerlifting cup
aistė kanapeckaitė,63.75,300.0,72,EPF,2018-11-24,european classic powerlifting championships
aistė kveselytė,56.52,305.0,57,IPF,2019-07-22,university powerlifting cup
aistė motiečė,51.45,255.0,52,EPF,2021-08-26,european university powerlifting cup
aistė motiečė,55.4,262.5,57,IPF,2021-07-08,world university powerlifting cup
aistė motiečė,62.62,330.0,63,EPF,2019-03-22,european classic cup
ajanta hilton,74.54,362.5,76,IPF,2022-10-08,world masters classic & equipped powerlifting championships
ajeesha a,74.8,385.0,76,IPF,2023-10-31,world university powerlifting cup
alba boström,62.85,554.0,63,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
alba domingo venegas,60.04,342.5,63,EPF,2022-11-25,european classic powerlifting championships
alba jurado,60.25,382.5,63,EPF,2023-09-08,western european powerlifting championships
alba jurado,63.46,377.5,69,EPF,2022-12-17,benelux open powerlifting tournament
alba ordóñez rodríguez,56.83,245.0,57,EPF,2024-03-12,european open classic powerlifting championships
alba rodriguez ceballos,55.85,387.5,57,IPF,2024-06-15,world classic powerlifting championships
aleen tan,56.15,315.0,57,IPF,2018-07-09,3rd world university powerlifting cup
aleena akhtar,57.96,320.0,63,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
alejandra aguilera garcia,52.0,377.5,52,EPF,2024-03-12,european open classic powerlifting championships
alejandra lopez,77.9,305.0,84,IPF,2022-08-31,world junior classic powerlifting championships
alejandra mondragon,51.9,322.5,52,IPF,2023-08-27,world junior and sub-junior classic championships
aleksandra aranitovic,51.9,425.0,52,IPF,2023-06-11,world classic powerlifting championships
aleksandra blajer,51.51,355.0,52,EPF,2022-11-25,european classic powerlifting championships
aleksandra blajer,57.0,352.5,57,IPF,2024-07-23,fisu world university powerlifting championships
aleksandra borisova,62.75,317.5,63,IPF,2014-06-01,world classic powerlifting championships
aleksandra borisova,70.04,375.0,72,IPF,2015-06-05,world classic powerlifting championships
aleksandra opioła,75.56,390.0,76,IPF,2023-08-27,world junior and sub-junior classic championships
aleksandra opioła,82.04,415.0,84,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
aleksandra otchenashko,46.42,362.5,47,IPF,2015-06-05,world classic powerlifting championships
aleksandra stanković,50.67,220.0,52,EPF,2019-09-07,danube powerlifting cup
alena litvinava,82.82,330.0,84,IPF,2016-07-11,world university powerlifting cup
alena malova,51.45,322.5,52,EPF,2016-03-05,european classic powerlifting championships
alena meletina,45.21,220.0,47,EPF,2015-03-21,1st european women's classic championships
alena mults,71.3,367.5,72,IPF,2018-07-09,3rd world university powerlifting cup
alena zubova,56.7,410.0,57,EPF,2019-11-29,european classic powerlifting championships
alessandra cernigliaro,56.65,460.0,57,IPF,2024-06-15,world classic powerlifting championships
alessandra gentilucci,42.96,307.5,43,EPF,2022-11-25,european classic powerlifting championships
alessandra zaghi,56.85,412.5,57,EPF,2024-03-12,european open classic powerlifting championships
alessia leugio,56.74,377.5,57,EPF,2019-09-06,western european championships
alesya lishinskaya,66.45,357.5,72,IPF,2014-06-01,world classic powerlifting championships
aletta rozsnyai-kovács,62.7,465.0,63,EPF,2021-12-03,european classic powerlifting championships
aletta rozsnyai-kovács,67.51,465.0,69,EPF,2024-03-12,european open classic powerlifting championships
aletta rozsnyai-kovács,65.64,397.5,72,EPF,2019-09-07,danube powerlifting cup
alexa matthews,56.6,337.5,57,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
alexa pentopoulos,50.95,330.0,52,IPF,2023-06-11,world classic powerlifting championships
alexa sperske,68.65,440.0,69,IPF,2024-10-05,world classic & equipped masters powerlifting championships
alexandra asplund,61.6,332.5,63,EPF,2019-11-29,european classic powerlifting championships
alexandra chavez,71.28,405.0,72,IPF,2019-07-22,university powerlifting cup
alexandra churkina,46.97,290.0,47,IPF,2015-06-05,world classic powerlifting championships
alexandra dieni,46.1,277.5,47,IPF,2017-06-14,world classic powerlifting championships
alexandra fragoso kurchak,56.2,340.0,57,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
alexandra fragoso kurchak,62.19,414.0,63,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
alexandra guðlaugsdóttir,72.2,337.5,84,IPF,2017-01-29,reykjavík international games
alexandra hubinska buchancova,67.48,415.0,69,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
alexandra johansson,74.88,332.5,76,IPF,2021-09-23,world classic powerlifting championships
alexandra kousathana,72.0,327.5,72,IPF,2015-06-05,world classic powerlifting championships
alexandra kousathana,78.62,360.0,84,IPF,2017-06-14,world classic powerlifting championships
alexandra lutsch,71.12,335.0,72,EPF,2017-03-12,european classic powerlifting championships
alexandra lutsch,75.55,307.5,84,EPF,2016-03-05,european classic powerlifting championships
alexandra schella,61.85,352.5,63,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
alexandra stodalka,55.82,357.5,57,IPF,2017-06-14,world classic powerlifting championships
alexi de greef,68.8,375.0,69,EPF,2022-12-17,benelux open powerlifting tournament
alexis jones #1,134.8,704.5,84+,IPF,2024-06-15,world classic powerlifting championships
alexis nel,60.95,230.0,63,IPF,2022-08-31,world junior classic powerlifting championships
alexis scott,107.14,442.5,84+,IPF,2024-07-23,fisu world university powerlifting championships
alhanouf altamimi,46.55,377.5,47,IPF,2024-06-15,world classic powerlifting championships
ali cosner,83.05,412.5,84,IPF,2024-10-05,world classic & equipped masters powerlifting championships
ali cosner,100.35,442.5,84+,IPF,2023-10-08,world masters classic & equipped powerlifting championships
aliaksandra burykina,51.88,295.0,52,EPF,2015-03-21,1st european women's classic championships
aliaksandra burykina,56.48,335.0,57,IPF,2015-06-05,world classic powerlifting championships
aliaksandra burykina,59.6,353.5,63,EPF,2016-03-05,european classic powerlifting championships
alice del fabro,51.92,360.0,52,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
alice fourcade,66.77,395.0,69,IPF,2023-10-31,world university powerlifting cup
alice francis-freeman,70.75,455.0,72,IPF,2019-07-22,university powerlifting cup
alice francis-freeman,74.1,507.5,76,EPF,2021-12-03,european classic powerlifting championships
alice hogg,55.72,337.5,57,IPF,2016-06-19,world classic powerlifting championships
alice hogg,57.68,302.5,63,EPF,2015-03-21,1st european women's classic championships
alice menghini,55.95,385.0,57,EPF,2021-12-03,european classic powerlifting championships
alice veniani,62.07,405.0,63,IPF,2021-09-23,world classic powerlifting championships
alice zheng,61.76,385.0,63,IPF,2015-06-05,world classic powerlifting championships
alicia jemets,74.79,340.0,76,IPF,2024-07-23,fisu world university powerlifting championships
alicia sorlí ballester,67.95,455.0,69,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
alicia webb,83.83,510.0,84,IPF,2018-06-06,world classic powerlifting championships
alicja klińska,70.64,377.5,72,IPF,2019-07-22,university powerlifting cup
alicja rojek,67.26,347.5,69,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
alida sharp,50.72,272.5,52,IPF,2022-10-08,world masters classic & equipped powerlifting championships
alina chashchyna,42.76,245.0,43,IPF,2016-06-19,world classic powerlifting championships
alina choo,62.23,370.0,63,IPF,2019-07-22,university powerlifting cup
alina davletshina,70.8,382.5,72,EPF,2016-03-05,european classic powerlifting championships
alina davletshina,83.0,412.5,84,EPF,2017-03-12,european classic powerlifting championships
alina rassamahina,42.68,263.0,43,IPF,2017-06-14,world classic powerlifting championships
alina rassamakhina,46.5,294.5,47,IPF,2019-06-04,world classic powerlifting championships
alina sarycheva,54.63,362.5,57,IPF,2017-06-14,world classic powerlifting championships
alina tsikul,51.65,300.0,52,EPF,2018-11-24,european classic powerlifting championships
alina tsimashevich,76.69,242.5,84,IPF,2016-07-11,world university powerlifting cup
alina udaltsova,46.94,322.5,47,IPF,2021-09-23,world classic powerlifting championships
aline falcón,49.7,285.0,52,IPF,2016-06-19,world classic powerlifting championships
alisa samountry,69.88,400.0,72,IPF,2018-06-06,world classic powerlifting championships
alisa zhilkina,46.14,310.0,47,IPF,2018-06-06,world classic powerlifting championships
alison horne,62.7,292.5,63,IPF,2016-06-19,world classic powerlifting championships
alison huet,51.65,412.5,52,IPF,2024-06-15,world classic powerlifting championships
alison kam,60.62,407.5,63,IPF,2017-06-14,world classic powerlifting championships
alison o'reilly,83.3,532.5,84,IPF,2023-06-11,world classic powerlifting championships
alison scott,62.1,380.0,63,IPF,2013-06-11,world classic powerlifting championships
alix lhoir,67.17,435.0,69,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
alix newton,55.7,335.0,57,IPF,2014-06-01,world classic powerlifting championships
aliya kishkimbayeva,47.0,250.0,47,IPF,2017-06-14,world classic powerlifting championships
allaya rasul,46.66,282.5,47,IPF,2024-07-23,fisu world university powerlifting championships
alle arsenault,46.65,257.5,47,IPF,2019-06-04,world classic powerlifting championships
allegra hudson,46.67,347.5,47,IPF,2018-06-06,world classic powerlifting championships
allegra romussi,61.78,447.5,63,EPF,2024-02-12,european masters classic powerlifting championships
allison bernard-mahadeo,60.77,272.5,63,IPF,2018-06-06,world classic powerlifting championships
allison mandell,60.89,290.0,63,IPF,2017-07-10,world university powerlifting cup
allison snead,89.75,445.0,84+,IPF,2017-06-14,world classic powerlifting championships
allysandra murphy,46.87,272.5,47,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
alma kimura,66.8,310.5,69,IPF,2024-10-05,world classic & equipped masters powerlifting championships
alma kimura,69.9,310.5,72,IPF,2016-06-19,world classic powerlifting championships
alona borshchevska,69.95,342.5,72,EPF,2016-03-05,european classic powerlifting championships
alushka september,50.25,235.0,52,IPF,2014-06-01,world classic powerlifting championships
alva olsèn,83.8,500.0,84,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
alyssa haveson,56.48,355.0,57,IPF,2015-06-05,world classic powerlifting championships
alyssa mirasol,46.85,312.5,47,IPF,2017-06-14,world classic powerlifting championships
alyssa smith #1,71.45,497.5,72,IPF,2019-06-04,world classic powerlifting championships
alžběta doubková,83.1,470.0,84,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
alžběta michlová,68.1,360.0,69,EPF,2022-03-24,european university cup
amal haddad,108.55,315.0,84+,IPF,2023-07-18,arab cup
amalie senland,103.67,515.0,84+,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
amaliia kazak,83.2,377.5,84,EPF,2018-11-24,european classic powerlifting championships
amanda airasmaa,84.49,390.0,84+,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
amanda brown #3,56.35,327.5,57,IPF,2015-06-05,world classic powerlifting championships
amanda dodaro,54.75,345.0,57,IPF,2019-06-04,world classic powerlifting championships
amanda foulkes,51.18,375.0,52,IPF,2018-06-06,world classic powerlifting championships
amanda lawrence #1,83.51,647.0,84,IPF,2024-02-10,sheffield powerlifting championships
amanda padgett,52.9,335.0,57,IPF,2012-06-12,world classic powerlifting cup
amanda planas domínguez,68.72,430.0,69,EPF,2024-02-12,european masters classic powerlifting championships
amanda planas domínguez,71.97,420.0,72,EPF,2017-12-01,european classic cup
amanda seow,56.5,417.5,57,IPF,2023-06-11,world classic powerlifting championships
amanda seow,62.0,450.0,63,IPF,2024-06-15,world classic powerlifting championships
amanda veiksane,68.21,367.5,69,IPF,2024-07-23,fisu world university powerlifting championships
amanda veiksane,71.66,347.5,76,IPF,2023-10-31,world university powerlifting cup
amandine grondin,56.17,350.0,57,IPF,2015-06-05,world classic powerlifting championships
amany deeb,45.5,192.5,47,IPF,2023-07-18,arab cup
amartsengel batkhishig,62.15,385.0,63,IPF,2019-06-04,world classic powerlifting championships
amaya torres serra,55.61,350.0,57,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
amber gomez,79.14,335.0,84,IPF,2021-09-23,world classic powerlifting championships
amber milley,67.9,280.0,72,IPF,2019-06-04,world classic powerlifting championships
ambra scolaro,46.85,351.5,47,EPF,2024-09-13,western european powerlifting championships
ambre motosso,67.61,340.0,69,EPF,2023-03-16,european classic university powerlifting cup
amelia allen,74.32,405.0,76,EPF,2023-02-28,european masters classic powerlifting championships
amelia crook,56.75,377.5,57,EPF,2023-09-08,western european powerlifting championships
amelia fox #1,56.19,427.5,57,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
amelia gercken,74.92,337.5,76,IPF,2023-08-27,world junior and sub-junior classic championships
amelia marchlewska,50.41,260.0,52,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
amelia mauritzon,71.0,480.0,72,IPF,2019-06-04,world classic powerlifting championships
amelia mauritzon,74.35,492.5,84,EPF,2018-11-24,european classic powerlifting championships
amelia maycock,60.2,322.5,63,EPF,2018-11-24,european classic powerlifting championships
amelie mayo,74.15,375.0,76,IPF,2024-10-05,world classic & equipped masters powerlifting championships
amelie valentová,65.81,432.5,69,IPF,2024-07-23,fisu world university powerlifting championships
america portillo,66.76,377.5,69,IPF,2023-10-31,world university powerlifting cup
amie limbrick,62.42,380.0,63,IPF,2018-06-06,world classic powerlifting championships
amina karimova,56.85,305.0,57,IPF,2022-08-31,world junior classic powerlifting championships
amina karimova,63.4,335.0,69,IPF,2023-08-27,world junior and sub-junior classic championships
amina tyan,51.75,265.0,52,IPF,2019-06-04,world classic powerlifting championships
amira isabel blecua malak,68.85,475.5,69,EPF,2021-12-03,european classic powerlifting championships
amira isabel blecua malak,70.2,437.5,72,EPF,2019-11-29,european classic powerlifting championships
amrita panesar,48.69,252.5,52,IPF,2018-07-09,3rd world university powerlifting cup
amy atkinson,68.65,447.5,72,EPF,2019-11-29,european classic powerlifting championships
amy dickson,56.32,377.5,57,EPF,2019-09-06,western european championships
amy donoghue,56.1,302.5,57,EPF,2017-03-12,european classic powerlifting championships
amy espinoza torres,51.75,352.5,52,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
amy hutchison,75.7,400.0,76,IPF,2023-10-08,world masters classic & equipped powerlifting championships
amy lai,59.85,267.5,63,IPF,2017-07-10,world university powerlifting cup
amy mason,62.45,380.0,63,IPF,2023-10-08,world masters classic & equipped powerlifting championships
amy mccarthy,81.39,337.5,84,IPF,2019-07-22,university powerlifting cup
amy middlemas,56.95,367.5,57,IPF,2024-07-23,fisu world university powerlifting championships
amy spencer,69.92,360.0,72,IPF,2016-06-19,world classic powerlifting championships
amy suzan,67.78,325.0,69,IPF,2022-10-08,world masters classic & equipped powerlifting championships
amy viner,56.56,385.0,57,IPF,2019-07-22,university powerlifting cup
amy viner,62.65,422.5,63,EPF,2021-12-03,european classic powerlifting championships
amy whittaker,57.97,257.5,63,IPF,2019-07-22,university powerlifting cup
amy-lee owen,62.6,400.0,63,IPF,2022-06-06,world classic powerlifting championships
amélie mierger,135.0,651.5,84+,IPF,2024-06-15,world classic powerlifting championships
amélie picher-plante,51.4,360.0,52,IPF,2019-06-04,world classic powerlifting championships
ana almeida,50.75,317.5,52,IPF,2019-06-04,world classic powerlifting championships
ana alonso moreno,61.92,350.0,63,EPF,2024-03-01,european university cup
ana couto,61.64,327.5,63,IPF,2017-06-14,world classic powerlifting championships
ana couto,69.58,360.0,72,IPF,2018-06-06,world classic powerlifting championships
ana de joux,83.5,377.5,84,IPF,2019-06-04,world classic powerlifting championships
ana de joux,101.84,422.5,84+,IPF,2015-06-05,world classic powerlifting championships
ana dolžan,54.85,310.0,57,IPF,2023-10-31,world university powerlifting cup
ana geitner,41.8,275.0,47,IPF,2015-06-05,world classic powerlifting championships
ana jozinović,67.97,365.0,69,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
ana lores fernández,46.8,362.5,47,EPF,2024-03-12,european open classic powerlifting championships
ana lucia ruiz vasquez,46.95,335.0,47,IPF,2023-06-11,world classic powerlifting championships
ana maria aguila padilla,56.38,405.0,57,EPF,2023-12-04,european open classic powerlifting championships
ana marinković,51.16,275.0,52,EPF,2024-02-12,european masters classic powerlifting championships
ana rodrigues,68.19,402.5,69,EPF,2022-11-25,european classic powerlifting championships
ana rodrigues,75.25,457.5,76,IPF,2024-06-15,world classic powerlifting championships
ana rosa castellain,68.68,515.0,69,IPF,2021-09-23,world classic powerlifting championships
ana rosa castellain,69.62,531.0,72,IPF,2017-06-14,world classic powerlifting championships
ana rosa castellain,74.1,527.5,84,IPF,2016-06-19,world classic powerlifting championships
ana sophia arriola,49.33,346.0,52,IPF,2024-07-23,fisu world university powerlifting championships
ana sternfeld,46.1,242.5,47,EPF,2019-03-05,european masters classic championships
ana zigler,46.15,285.0,47,IPF,2013-06-11,world classic powerlifting championships
anabelle owen,56.75,262.5,57,IPF,2015-06-05,world classic powerlifting championships
anagha p v,62.95,325.0,63,IPF,2022-10-31,world university powerlifting cup
anakha justin,70.34,282.5,76,IPF,2023-08-27,world junior and sub-junior classic championships
anastasia belonogova,51.35,280.0,52,EPF,2021-12-03,european classic powerlifting championships
anastasia chavkina,47.0,230.0,47,EPF,2015-03-21,1st european women's classic championships
anastasia eskova,83.0,482.5,84,EPF,2021-12-03,european classic powerlifting championships
anastasia hein,56.83,432.5,57,EPF,2024-03-12,european open classic powerlifting championships
anastasia kulikova,46.35,220.0,47,IPF,2013-06-11,world classic powerlifting championships
anastasia lysenko,62.7,322.5,63,IPF,2014-06-01,world classic powerlifting championships
anastasia njergeš orčik,51.24,345.0,52,EPF,2022-11-25,european classic powerlifting championships
anastasia njergeš orčik,55.95,402.5,57,EPF,2024-03-12,european open classic powerlifting championships
anastasia petrova,46.88,207.5,47,IPF,2018-07-09,3rd world university powerlifting cup
anastasia serdiuk,51.45,322.5,52,IPF,2022-08-31,world junior classic powerlifting championships
anastasiia eskova,80.96,445.0,84,IPF,2021-09-23,world classic powerlifting championships
anastasiia kozhushko,56.55,375.0,57,EPF,2021-12-03,european classic powerlifting championships
anastasiia kravchenko,62.61,322.5,63,EPF,2015-03-21,1st european women's classic championships
anastasiia malysheva,51.1,320.0,52,IPF,2018-06-06,world classic powerlifting championships
anastasiia minaeva,83.5,432.5,84,IPF,2019-06-04,world classic powerlifting championships
anastasiia minaeva,86.23,335.0,84+,IPF,2015-06-05,world classic powerlifting championships
anastasiia zorina,56.33,327.5,57,EPF,2015-03-21,1st european women's classic championships
anastasiya antonyuk,56.8,325.0,57,EPF,2018-11-24,european classic powerlifting championships
anastasiya butenko,58.75,375.0,63,IPF,2021-09-23,world classic powerlifting championships
anastasiya derevyanko #2,56.12,287.5,57,EPF,2015-03-21,1st european women's classic championships
anastasiya derevyanko #2,61.6,325.0,63,EPF,2016-03-05,european classic powerlifting championships
anastasiya derevyanko #2,63.9,297.5,72,IPF,2014-06-01,world classic powerlifting championships
anastasiya obedkova,55.6,347.5,57,EPF,2019-11-29,european classic powerlifting championships
anastasiya potrashkova,55.1,277.5,57,IPF,2013-06-11,world classic powerlifting championships
anastasiya potrashkova,62.01,360.0,63,IPF,2015-06-05,world classic powerlifting championships
anastasiya safina,42.63,255.0,43,IPF,2018-06-06,world classic powerlifting championships
anastasiya zakharchenko #1,42.65,242.5,43,IPF,2017-06-14,world classic powerlifting championships
anastasiya zhurbina,61.13,351.0,63,IPF,2017-06-14,world classic powerlifting championships
anaïs tammenga,104.2,487.5,84+,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
andi carlisle,51.21,355.0,52,IPF,2018-06-06,world classic powerlifting championships
andjela kitanovic,67.14,327.5,69,IPF,2021-09-23,world classic powerlifting championships
andorina bouchoux,68.95,532.5,69,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
andra aruksaar,81.54,405.0,84,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
andrea boyle,51.5,285.0,52,IPF,2021-09-23,world classic powerlifting championships
andrea carmona perez,50.8,262.5,52,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
andrea fazekas,103.69,350.0,84+,EPF,2020-03-09,european masters classic powerlifting championships
andrea hammarström,68.95,372.5,72,EPF,2018-03-06,european masters classic powerlifting championships
andrea hernandez,51.1,312.5,52,IPF,2016-07-11,world university powerlifting cup
andrea larrosa cintas,51.95,342.5,52,EPF,2022-11-25,european classic powerlifting championships
andrea marx,68.2,437.5,69,EPF,2021-12-03,european classic powerlifting championships
andrea marx,71.1,397.5,72,EPF,2019-11-29,european classic powerlifting championships
andrea marx,75.19,457.5,76,EPF,2024-03-12,european open classic powerlifting championships
andrea morillas tabernero,67.7,362.5,69,EPF,2022-11-25,european classic powerlifting championships
andrea navarro flores,51.84,357.5,52,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
andrea riley,52.0,412.5,52,IPF,2021-09-23,world classic powerlifting championships
andrea riley,56.95,452.5,57,IPF,2023-06-11,world classic powerlifting championships
andrea vandyk,54.5,380.0,57,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
andrea víznerová,92.65,300.0,84+,EPF,2018-11-24,european classic powerlifting championships
andreea vasilescu,46.53,257.5,47,EPF,2016-09-08,western european powerlifting championships
andria chatzigianni,60.65,327.5,63,IPF,2024-06-15,world classic powerlifting championships
androulla papakonstantinou,73.6,442.5,76,EPF,2024-02-12,european masters classic powerlifting championships
andréa zicaro,46.89,332.5,47,EPF,2017-09-14,western european championships
andréa zicaro,51.6,310.0,52,EPF,2016-03-05,european classic powerlifting championships
andżelika płótnicka,94.65,402.5,84+,EPF,2019-11-29,european classic powerlifting championships
aneta hochsteigerová,62.68,357.5,63,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
aneta svobodová,62.15,400.0,63,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
aneta szot,72.23,370.0,84,EPF,2015-03-21,1st european women's classic championships
anett kiss,62.7,392.5,63,EPF,2021-07-07,european masters powerlifting championships
anett kiss,66.22,392.5,69,EPF,2023-02-28,european masters classic powerlifting championships
anette kirkanen,50.8,298.0,52,EPF,2016-03-05,european classic powerlifting championships
anežka miková,46.55,365.0,47,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
angela desjarlais,71.36,370.0,72,IPF,2016-06-19,world classic powerlifting championships
angela vitanza,83.95,430.0,84,IPF,2024-10-05,world classic & equipped masters powerlifting championships
angelica brage,56.5,370.0,57,IPF,2012-06-12,world classic powerlifting cup
angelica yassine,67.7,390.0,69,IPF,2023-07-18,arab cup
angelika kaliszewska,61.71,327.5,63,IPF,2018-07-09,3rd world university powerlifting cup
angelika szaro,62.7,347.5,63,IPF,2023-06-11,world classic powerlifting championships
angelina elovikova,71.95,543.5,72,EPF,2019-11-29,european classic powerlifting championships
angelina elovikova,81.38,557.5,84,IPF,2021-09-23,world classic powerlifting championships
angelina lane,51.75,277.5,52,IPF,2024-10-05,world classic & equipped masters powerlifting championships
angelina martinez,62.35,495.0,63,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
angie clark,101.0,415.0,84+,EPF,2024-02-12,european masters classic powerlifting championships
angéla viktoria vass,60.35,307.5,63,EPF,2018-11-24,european classic powerlifting championships
anh mai thi thu,61.2,345.0,63,EPF,2021-08-26,european university powerlifting cup
anhelina dehtiar,70.6,340.0,72,EPF,2019-11-29,european classic powerlifting championships
anhelina kyiakh,41.8,197.5,43,EPF,2016-03-05,european classic powerlifting championships
ania antanovica,55.13,312.5,57,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
aniela lis,46.4,222.5,47,IPF,2019-06-04,world classic powerlifting championships
